idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,saldoTruco,saldoEnvido,saldoFlor
17499,2,6,3,1,0,0,0,-15,0,-15,0,-15,0,2,2,2,2,0,0,24,29,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,21,19,21,22,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
17500,1,52,2,1,0,0,0,1,7,2,2,-15,-15,2,0,2,0,0,2,5,25,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,21,22,21,24,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,COPAS,BASTOS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
17501,1,12,4,3,0,0,0,3,3,4,16,-15,-15,0,2,2,0,2,0,7,28,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,3,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,ESPADAS,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
17502,2,24,8,2,52,6,2,8,52,2,6,24,2,2,2,1,0,0,2,5,21,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,0,3,3,4,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,ESPADAS,ESPADAS,OURO,BASTOS,ESPADAS,COPAS,ESPADAS,OURO,OURO,0,0,0,0,NULL,NULL,-3,-1,NULL
17503,1,50,1,1,52,42,6,1,52,50,42,1,6,2,1,2,0,2,0,4,28,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,3,3,4,3,8,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,ESPADAS,BASTOS,ESPADAS,COPAS,BASTOS,0,0,0,0,NULL,NULL,-3,-1,NULL
17504,2,40,16,7,50,8,2,7,50,16,8,40,2,2,1,1,2,0,0,27,25,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,3,3,8,8,8,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,OURO,BASTOS,OURO,OURO,OURO,BASTOS,ESPADAS,OURO,OURO,OURO,0,0,0,0,NULL,NULL,3,2,NULL
17505,1,3,3,1,0,0,0,1,24,-15,-15,-15,-15,2,2,2,0,2,0,6,29,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,8,8,8,10,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,OURO,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17506,2,16,12,6,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,2,21,20,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,8,10,8,12,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17507,1,52,24,16,50,3,1,24,50,52,3,16,1,2,1,1,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,3,8,12,11,12,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,BASTOS,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,ESPADAS,OURO,OURO,0,0,0,0,NULL,NULL,3,0,NULL
17508,2,24,16,1,0,0,0,1,7,-46,-46,-46,-46,2,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,12,12,12,2,2,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,OURO,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
17509,1,24,16,8,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,12,12,13,12,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
17511,1,7,7,2,6,4,1,7,6,2,4,7,1,1,2,1,1,0,0,25,24,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,14,15,17,15,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,COPAS,BASTOS,COPAS,COPAS,COPAS,COPAS,BASTOS,COPAS,COPAS,0,0,0,0,NULL,NULL,2,1,NULL
17512,2,7,3,1,52,40,6,7,52,1,40,3,6,2,2,2,1,0,0,30,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,17,15,18,17,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,OURO,ESPADAS,OURO,COPAS,BASTOS,ESPADAS,OURO,OURO,OURO,COPAS,0,0,0,0,NULL,NULL,-2,1,NULL
17513,1,52,24,6,42,2,1,6,42,24,2,52,1,2,1,1,1,0,0,24,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,1,4,18,17,23,17,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,ESPADAS,COPAS,OURO,OURO,ESPADAS,ESPADAS,COPAS,ESPADAS,OURO,0,0,0,0,NULL,NULL,4,1,NULL
17514,2,24,6,3,0,0,0,-15,0,-15,0,-15,0,2,2,2,2,0,0,29,27,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,23,17,24,18,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,2,NULL
17515,1,24,6,4,0,0,0,24,50,6,7,-15,-15,2,2,2,0,0,0,27,21,0,0,0,1,0,0,0,30,0,1,30,0,0,1,1,2,1,0,0,0,2,3,0,0,3,3,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,COPAS,NULL,NULL,NULL,COPAS,BASTOS,COPAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-3,0,NULL
17516,2,24,2,2,8,4,3,2,8,24,4,2,3,2,1,2,0,1,0,28,26,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,3,3,4,5,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,OURO,BASTOS,OURO,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,OURO,0,0,0,0,NULL,NULL,-2,1,NULL
17517,1,16,2,1,16,7,2,16,16,2,7,1,2,0,2,2,0,0,0,5,25,0,0,0,2,0,0,0,0,27,0,0,0,0,1,1,2,2,1,2,0,2,4,4,5,4,12,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,COPAS,COPAS,COPAS,ESPADAS,COPAS,BASTOS,COPAS,OURO,COPAS,0,0,0,0,NULL,NULL,-4,0,NULL
17518,2,24,1,1,12,3,2,24,12,1,3,1,2,1,2,2,2,0,0,4,27,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,4,12,4,15,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,COPAS,COPAS,OURO,OURO,COPAS,ESPADAS,COPAS,ESPADAS,OURO,0,0,0,0,NULL,NULL,-2,-1,NULL
17519,1,40,6,1,42,24,3,1,42,6,24,40,3,2,2,1,0,2,0,7,30,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,3,4,15,4,19,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,BASTOS,ESPADAS,ESPADAS,OURO,BASTOS,ESPADAS,COPAS,ESPADAS,OURO,OURO,0,0,0,0,NULL,NULL,-3,-1,NULL
17521,1,16,12,6,0,0,0,6,6,-15,-15,-15,-15,0,2,2,2,0,0,21,24,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,7,19,7,21,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,OURO,NULL,NULL,NULL,OURO,BASTOS,OURO,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17524,2,52,8,7,42,24,7,8,42,7,24,52,7,2,2,1,0,0,0,20,7,0,0,0,1,0,0,0,21,0,1,21,0,0,2,1,1,1,0,0,0,2,3,13,22,19,22,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,ESPADAS,ESPADAS,COPAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,COPAS,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,-3,0,NULL
17525,1,50,16,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,19,22,20,22,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
17526,2,16,6,6,24,8,3,6,24,16,8,6,3,2,1,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,20,22,20,24,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,ESPADAS,COPAS,BASTOS,ESPADAS,ESPADAS,OURO,COPAS,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,2,0,NULL
17528,2,16,8,1,24,3,1,16,24,1,3,8,1,2,2,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,2,2,2,4,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,COPAS,ESPADAS,OURO,OURO,COPAS,ESPADAS,ESPADAS,COPAS,OURO,0,0,0,0,NULL,NULL,-2,0,NULL
17529,1,8,4,3,0,0,0,3,24,4,6,-15,-15,2,2,2,0,0,0,33,30,0,0,0,1,0,0,0,33,0,1,33,0,0,2,2,0,0,0,0,0,2,2,2,4,5,6,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,ESPADAS,BASTOS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-2,0,NULL
17530,2,50,16,6,0,0,0,6,2,-46,-46,-46,-46,1,1,1,2,0,0,2,32,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,5,6,6,7,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,OURO,NULL,NULL,NULL,OURO,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
17531,1,40,8,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,27,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,6,7,8,7,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
17532,2,6,4,1,0,0,0,6,7,-15,-15,-15,-15,2,2,2,0,0,1,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,8,7,9,8,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,NULL,NULL,NULL,ESPADAS,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
17533,1,8,8,6,0,0,0,8,7,6,4,-15,-46,1,1,2,0,0,2,20,26,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,9,8,11,9,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,2,-1,NULL
17534,2,52,24,2,7,4,4,24,7,2,4,52,4,1,2,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,11,9,13,9,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,OURO,COPAS,COPAS,OURO,OURO,BASTOS,COPAS,ESPADAS,COPAS,0,0,0,0,NULL,NULL,2,0,NULL
17535,1,24,16,1,42,8,6,1,42,16,8,24,6,2,1,1,2,0,0,27,20,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,13,9,13,12,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,COPAS,ESPADAS,COPAS,COPAS,COPAS,ESPADAS,OURO,COPAS,COPAS,COPAS,0,0,0,0,NULL,NULL,2,-1,NULL
17536,2,16,6,4,52,24,8,16,52,6,24,4,8,2,2,2,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,13,12,13,14,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,ESPADAS,COPAS,OURO,ESPADAS,ESPADAS,OURO,COPAS,BASTOS,OURO,0,0,0,0,NULL,NULL,-2,0,NULL
17537,1,42,24,2,52,8,3,2,52,24,8,42,3,2,1,1,0,0,1,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,13,14,14,16,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,ESPADAS,OURO,BASTOS,BASTOS,ESPADAS,COPAS,OURO,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,2,1,NULL
17539,1,8,6,4,0,0,0,4,6,-15,-15,-15,-15,2,2,2,2,0,0,7,26,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,16,16,16,18,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,COPAS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17540,2,40,6,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,32,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,16,18,18,18,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,OURO,NULL,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
17541,1,24,16,8,0,0,0,8,4,-15,-15,-15,-15,1,2,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,18,18,18,19,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
17542,2,52,24,4,0,0,0,52,24,-15,-15,-15,-15,1,2,2,2,0,0,7,23,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,1,2,2,18,19,18,22,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,COPAS,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
17543,1,24,24,7,40,12,6,24,40,7,12,24,6,2,2,1,0,2,0,23,28,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,18,22,18,24,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,OURO,OURO,COPAS,COPAS,OURO,ESPADAS,OURO,COPAS,COPAS,0,0,0,0,NULL,NULL,-2,-1,NULL
17544,1,52,6,4,8,8,4,4,8,52,8,6,4,2,1,1,1,0,0,21,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,2,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,ESPADAS,ESPADAS,ESPADAS,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,2,1,NULL
17545,2,52,1,1,0,0,0,1,1,-46,-46,-46,-46,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,NULL,NULL,NULL,NULL,ESPADAS,COPAS,OURO,NULL,NULL,NULL,OURO,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
17546,1,16,7,7,0,0,0,7,0,-15,0,-15,0,1,2,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,2,2,2,3,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
17547,2,4,1,1,24,7,3,4,24,1,7,1,3,2,2,2,0,0,1,31,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,3,3,5,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,BASTOS,BASTOS,COPAS,ESPADAS,BASTOS,BASTOS,BASTOS,COPAS,BASTOS,ESPADAS,0,0,0,0,NULL,NULL,-2,1,NULL
17548,1,12,8,6,52,7,1,12,52,8,7,6,1,2,1,1,0,0,2,21,24,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,3,3,5,3,9,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,ESPADAS,BASTOS,BASTOS,OURO,ESPADAS,COPAS,BASTOS,OURO,BASTOS,0,0,0,0,NULL,NULL,3,-1,NULL
17549,2,16,8,8,0,0,0,8,6,16,7,-15,-46,1,1,2,1,0,0,22,20,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,3,3,9,7,9,0,0,NULL,NULL,NULL,NULL,OURO,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,OURO,OURO,OURO,NULL,NULL,0,0,0,0,NULL,NULL,3,1,NULL
17550,1,16,7,3,0,0,0,3,0,-15,0,-15,0,1,2,2,2,0,0,22,24,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,7,9,7,11,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17551,2,12,8,6,0,0,0,6,24,12,16,-15,-15,2,2,2,0,2,0,21,23,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,7,11,7,15,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,BASTOS,NULL,NULL,NULL,BASTOS,BASTOS,COPAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-3,-1,NULL
17552,1,8,6,6,12,3,1,6,12,8,3,6,1,2,1,1,1,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,15,9,15,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,ESPADAS,OURO,COPAS,BASTOS,ESPADAS,OURO,OURO,COPAS,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,1,1,NULL
17553,2,16,16,7,0,0,0,16,3,-46,-46,-46,-46,1,1,1,0,2,0,22,27,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,9,15,10,16,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,COPAS,NULL,NULL,NULL,BASTOS,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
17554,1,24,3,1,0,0,0,1,0,-15,0,-15,0,1,2,2,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,10,16,10,17,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,OURO,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
17555,2,12,7,2,0,0,0,2,2,-46,-46,-46,-46,0,1,1,2,0,0,5,25,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,17,11,18,2,2,NULL,NULL,NULL,NULL,OURO,ESPADAS,COPAS,NULL,NULL,NULL,COPAS,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
17556,1,24,16,1,0,0,0,24,0,-15,0,-15,0,1,2,2,1,0,0,25,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,11,18,12,19,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,ESPADAS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
17557,2,12,8,1,0,0,0,1,2,-46,-46,-46,-46,2,1,1,0,0,1,25,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,12,19,15,19,2,2,NULL,NULL,NULL,NULL,OURO,ESPADAS,OURO,NULL,NULL,NULL,OURO,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2,1,NULL
17558,1,50,16,7,0,0,0,7,4,-46,-46,-46,-46,1,1,1,0,2,0,22,30,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,19,16,20,2,2,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
17559,2,24,12,7,0,0,0,7,1,-46,-46,-46,-46,1,1,1,1,0,0,3,24,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,16,20,19,20,2,2,NULL,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2,1,NULL
17560,1,6,4,3,0,0,0,6,7,-15,-15,-15,-15,2,2,2,1,0,0,26,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,19,20,20,21,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,ESPADAS,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
17561,2,52,16,3,50,16,12,16,50,3,16,52,12,2,2,1,2,0,0,6,23,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,20,21,23,22,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,COPAS,BASTOS,BASTOS,OURO,OURO,BASTOS,COPAS,BASTOS,ESPADAS,OURO,0,0,0,0,NULL,NULL,-3,-1,NULL
17562,1,52,6,1,24,4,1,1,24,52,4,6,1,2,1,1,0,0,2,21,31,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,23,22,23,24,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,ESPADAS,BASTOS,BASTOS,OURO,ESPADAS,ESPADAS,BASTOS,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,2,-1,NULL
17563,1,7,6,3,0,0,0,3,8,-15,-15,-15,-15,2,2,2,2,0,0,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,0,0,0,2,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,OURO,NULL,NULL,NULL,OURO,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
17564,2,16,7,6,40,7,4,7,40,6,7,16,4,2,2,1,0,0,2,22,27,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,2,0,5,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,OURO,OURO,OURO,BASTOS,BASTOS,OURO,OURO,OURO,BASTOS,BASTOS,0,0,0,0,NULL,NULL,-2,-1,NULL
17565,1,7,2,1,0,0,0,1,8,-46,-46,-46,-46,2,1,1,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,5,1,5,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,NULL,NULL,NULL,OURO,OURO,NULL,ESPADAS,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
17566,2,7,7,6,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,1,5,1,6,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
17568,2,16,16,3,0,0,0,16,12,-46,-46,-46,-46,1,1,1,0,1,0,28,21,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,3,9,5,9,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,BASTOS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
17570,2,24,8,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,2,3,26,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,7,12,8,13,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,ESPADAS,NULL,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
